Num1, Num2, muSDF, gradLen,  gradX,  gradY,   gradZ 
1810, 0289, 0.0007, 0.9674, -0.0147, 0.0739, 0.0615
1807, 0279, 0.0009, 0.9460, -0.0109, 0.1123, 0.1181
1808, 0286, 0.0009, 0.9425, -0.0375, 0.1003, 0.0745
1806, 0298, 0.0008, 0.9557, -0.0118, 0.0709, 0.0763
1808, 0283, 0.0009, 0.9519, -0.0134, 0.0709, 0.0810
1804, 0285, 0.0012, 0.9633, -0.0521, 0.0726, 0.0986
1809, 0308, 0.0006, 0.9443, -0.0455, 0.0891, 0.0702
1806, 0296, 0.0009, 0.9389, -0.0108, 0.0419, 0.0701
1808, 0311, 0.0007, 0.9240, -0.0082, 0.0760, 0.0351
1804, 0306, 0.0010, 0.9273, -0.0244, 0.1164, 0.0868
1806, 0317, 0.0008, 0.9320, -0.0152, 0.0673, 0.0672
1806, 0309, 0.0007, 0.8993, 0.0097, 0.0750, 0.0284
1806, 0308, 0.0008, 0.9054, 0.0061, 0.0906, 0.0345
1807, 0298, 0.0006, 0.9321, -0.0157, 0.0947, 0.0522
1807, 0297, 0.0002, 0.9425, 0.0189, 0.0904, 0.0628
1803, 0295, 0.0009, 0.9168, -0.0023, 0.0780, 0.0836
1808, 0292, 0.0005, 0.9289, 0.0101, 0.0953, 0.0875
1806, 0300, 0.0006, 0.9235, 0.0090, 0.0664, 0.0834
1807, 0292, 0.0004, 0.9454, -0.0149, 0.1033, 0.1078
1809, 0292, 0.0007, 0.9450, -0.0045, 0.0696, 0.0697
1806, 0275, 0.0009, 0.9611, -0.0085, 0.0771, 0.1188
1808, 0285, 0.0006, 0.9534, 0.0061, 0.0900, 0.1306
1807, 0297, 0.0008, 0.9385, 0.0209, 0.0931, 0.0884
1810, 0286, 0.0006, 0.9248, -0.0162, 0.0960, 0.0813
1806, 0292, 0.0009, 0.9433, -0.0101, 0.1098, 0.1461
1808, 0286, 0.0005, 0.9408, -0.0029, 0.0787, 0.0705
1805, 0290, 0.0008, 0.9279, -0.0127, 0.0991, 0.0861
1807, 0286, 0.0009, 0.9343, -0.0268, 0.0593, 0.0581
1804, 0296, 0.0012, 0.9563, -0.0295, 0.1099, 0.1001
1807, 0292, 0.0007, 0.9522, -0.0369, 0.0819, 0.0761
1808, 0299, 0.0008, 0.9142, 0.0464, 0.0956, 0.0272
1808, 0281, 0.0008, 0.9733, 0.0015, 0.0594, 0.0723
1806, 0288, 0.0012, 0.9378, -0.0228, 0.1037, 0.1230
1808, 0281, 0.0011, 0.9655, -0.0002, 0.0701, 0.0749
1806, 0300, 0.0012, 0.9534, -0.0629, 0.1112, 0.1179
1809, 0299, 0.0008, 0.9310, -0.0391, 0.0890, 0.0517
1807, 0287, 0.0009, 0.9616, -0.0313, 0.0712, 0.0985
1811, 0289, 0.0006, 0.9617, -0.0241, 0.0925, 0.0492
1806, 0276, 0.0011, 0.9280, -0.0197, 0.0939, 0.1191
1808, 0272, 0.0009, 0.9473, -0.0200, 0.1152, 0.1057
1907, 0365, -0.0009, 0.8868, -0.0029, 0.0380, 0.0734
1907, 0353, -0.0009, 0.9094, -0.0031, 0.0269, 0.0780
1909, 0362, -0.0009, 0.9000, -0.0008, 0.0425, 0.0573
1910, 0369, -0.0008, 0.9113, 0.0206, 0.0712, 0.0651
1874, 0467, -0.0008, 0.8773, -0.0254, 0.0047, 0.0224
1879, 0437, -0.0005, 0.9064, 0.0183, 0.0328, 0.0236
1889, 0429, -0.0009, 0.9005, -0.0378, -0.0574, 0.0525
1907, 0399, -0.0014, 0.8883, 0.0001, -0.0381, 0.0155
1910, 0382, -0.0008, 0.8815, -0.0395, -0.0459, 0.0092
1911, 0375, -0.0006, 0.9091, -0.0416, -0.0115, -0.0147
1914, 0349, -0.0008, 0.9508, -0.0510, -0.0045, -0.0594
1915, 0351, -0.0008, 0.9563, -0.0442, 0.0091, -0.0382
1914, 0359, -0.0009, 0.9446, -0.0549, 0.0239, -0.0179
1922, 0354, -0.0008, 0.9123, -0.0189, 0.0042, 0.0039
1922, 0358, -0.0003, 0.9027, -0.0292, -0.0061, 0.0094
1924, 0340, -0.0003, 0.9331, 0.0006, 0.0475, 0.0162
1922, 0349, -0.0004, 0.9325, 0.0058, 0.0488, 0.0243
1923, 0338, -0.0002, 0.9255, -0.0005, 0.0126, 0.0009
1934, 0355, -0.0007, 0.9248, -0.0303, 0.0069, -0.0111
1937, 0345, -0.0016, 0.9342, -0.0118, 0.0670, -0.0038
1933, 0348, -0.0013, 0.9300, -0.0144, 0.0054, -0.0469
1935, 0373, -0.0012, 0.9486, -0.0032, 0.0773, 0.0423
1940, 0388, -0.0014, 0.9278, -0.0200, 0.0442, 0.0099
1941, 0365, -0.0015, 0.9303, 0.0225, 0.0627, 0.0375
1940, 0389, -0.0013, 0.9308, -0.0046, 0.0352, 0.0667
1937, 0357, -0.0014, 0.9312, -0.0062, 0.0737, 0.0462
1935, 0368, -0.0015, 0.9425, 0.0154, 0.0089, 0.0078
1934, 0372, -0.0014, 0.9285, -0.0364, 0.0550, 0.0679
1932, 0377, -0.0014, 0.9281, -0.0093, 0.0569, 0.0633
1933, 0375, -0.0015, 0.9378, -0.0111, 0.0363, 0.0055
1930, 0367, -0.0009, 0.9395, -0.0030, 0.0727, 0.0962
1936, 0366, -0.0014, 0.9312, -0.0213, 0.0374, 0.0398
1932, 0361, -0.0014, 0.9284, -0.0116, 0.0346, 0.0703
1934, 0373, -0.0013, 0.9303, 0.0001, 0.0668, 0.0882
1934, 0351, -0.0016, 0.9323, -0.0284, 0.0128, 0.0279
1926, 0388, -0.0002, 0.8916, -0.0370, 0.0297, 0.0338
1928, 0396, -0.0002, 0.8798, -0.0101, 0.0710, 0.0110
1933, 0392, -0.0002, 0.9047, 0.0020, 0.0578, 0.0191
1937, 0386, -0.0006, 0.9327, 0.0033, 0.0655, 0.0266
1933, 0386, -0.0006, 0.9220, -0.0656, 0.0726, 0.0399
1927, 0388, -0.0006, 0.9244, -0.0364, 0.0798, 0.0349
1940, 0395, -0.0006, 0.9098, -0.0128, 0.0454, 0.0019
1933, 0383, -0.0008, 0.9385, -0.0221, 0.0552, 0.0141
1935, 0391, -0.0007, 0.9157, -0.0349, 0.0827, 0.0510
1937, 0360, -0.0008, 0.9515, -0.0427, 0.0847, 0.0175
1939, 0359, -0.0010, 0.9491, -0.0379, 0.0755, 0.0177
1934, 0353, -0.0007, 0.9434, -0.0630, 0.1038, 0.0704
1937, 0344, -0.0009, 0.9452, -0.0337, 0.0574, 0.0160
1939, 0342, -0.0012, 0.9271, -0.0432, 0.0745, 0.0112
1941, 0339, -0.0010, 0.9406, 0.0008, 0.0601, 0.0102
1942, 0349, -0.0011, 0.9396, -0.0043, 0.0235, -0.0302
1986, 0390, -0.0012, 0.8967, -0.0201, 0.0736, 0.0184
2000, 0405, -0.0006, 0.9238, 0.0149, 0.0299, 0.0167
2001, 0370, -0.0007, 0.9245, 0.0264, 0.0632, 0.0373
2000, 0372, -0.0004, 0.9415, 0.0276, 0.0365, 0.0116
2002, 0366, -0.0004, 0.9247, 0.0293, 0.0198, 0.0667
2000, 0363, -0.0007, 0.9316, 0.0072, 0.0673, 0.0510
2001, 0363, -0.0006, 0.9259, 0.0282, 0.0364, 0.0634
1999, 0341, -0.0004, 0.9590, 0.0330, 0.0752, 0.0616
2001, 0380, -0.0004, 0.9233, 0.0265, 0.0157, 0.0432
2000, 0364, -0.0007, 0.9268, 0.0403, 0.0411, 0.0420
2001, 0357, -0.0004, 0.9292, 0.0212, 0.0424, 0.0289
2002, 0362, -0.0004, 0.9504, 0.0436, 0.0321, 0.0116
2001, 0342, -0.0005, 0.9357, 0.0344, 0.0580, 0.0574
2004, 0345, -0.0002, 0.9413, 0.0282, 0.0598, 0.0508
1976, 0391, -0.0002, 0.9087, -0.0139, 0.1024, 0.0570
1982, 0394, -0.0006, 0.9283, 0.0205, 0.1230, 0.0672
1987, 0406, -0.0008, 0.9304, -0.0045, 0.1315, 0.0675
1990, 0370, -0.0010, 0.9285, 0.0083, 0.1195, 0.0805
1988, 0385, -0.0009, 0.9470, 0.0173, 0.0943, 0.1116
1994, 0362, -0.0012, 0.9707, 0.0248, 0.1527, 0.1416
1807, 0374, 0.0002, 0.9215, -0.0059, 0.0888, 0.0317
1808, 0376, 0.0003, 0.9471, 0.0398, 0.0574, 0.0375
1817, 0372, 0.0004, 0.9413, 0.0267, 0.0719, 0.0559
1823, 0380, 0.0004, 0.9213, 0.0097, 0.0611, 0.0526
1826, 0378, 0.0006, 0.9517, 0.0270, 0.0699, 0.0383
1825, 0375, 0.0003, 0.9459, 0.0256, 0.0907, 0.0495
1826, 0385, 0.0004, 0.9437, 0.0118, 0.0929, 0.0570
1826, 0359, -0.0001, 0.9255, 0.0275, 0.0822, 0.0460
1825, 0367, -0.0001, 0.9093, 0.0181, 0.0772, 0.0503
1825, 0354, 0.0001, 0.9269, 0.0400, 0.0924, 0.0589
1823, 0341, -0.0001, 0.9245, -0.0199, 0.0474, 0.0366
1822, 0331, 0.0002, 0.9230, 0.0047, 0.0800, 0.0119
1821, 0339, -0.0001, 0.9229, 0.0533, 0.1247, 0.0065
1820, 0371, -0.0002, 0.9250, -0.0032, 0.0587, 0.0200
1822, 0367, 0.0001, 0.9220, 0.0459, 0.0980, 0.0820
1820, 0342, -0.0006, 0.9730, -0.0136, 0.1079, 0.0071
1822, 0340, -0.0003, 0.9217, 0.0102, 0.0789, 0.0252
1823, 0331, -0.0005, 0.9279, 0.0211, 0.1209, 0.0178
1822, 0345, -0.0002, 0.9349, 0.0158, 0.0812, 0.0347
1820, 0350, -0.0003, 0.9212, 0.0260, 0.0755, 0.0115
1823, 0326, -0.0001, 0.9553, 0.0127, 0.1046, -0.0038
1821, 0336, -0.0001, 0.9511, 0.0215, 0.1104, 0.0361
1820, 0342, -0.0003, 0.9249, 0.0345, 0.0920, 0.0046
1820, 0337, -0.0002, 0.9220, -0.0165, 0.1315, 0.0415
1818, 0337, -0.0004, 0.9212, 0.0206, 0.1268, 0.0099
1820, 0362, -0.0004, 0.9304, 0.0128, 0.1162, 0.0763
1819, 0343, -0.0004, 0.9366, -0.0059, 0.1369, 0.0431
1816, 0313, -0.0006, 0.9226, -0.0168, 0.1044, 0.0280
1816, 0346, -0.0003, 0.9204, -0.0296, 0.0619, 0.0205
1813, 0335, -0.0005, 0.9364, 0.0012, 0.1176, 0.0153
1816, 0349, -0.0006, 0.9292, -0.0026, 0.0629, 0.0068
1818, 0346, -0.0004, 0.9193, 0.0217, 0.0958, 0.0513
1818, 0348, -0.0006, 0.9246, -0.0025, 0.0800, 0.0374
1818, 0338, -0.0001, 0.9345, 0.0393, 0.1140, 0.0768
1817, 0338, -0.0004, 0.9366, -0.0161, 0.1151, 0.0341
1819, 0361, -0.0007, 0.9445, -0.0054, 0.0906, 0.0094
1819, 0337, -0.0002, 0.9120, 0.0073, 0.0965, 0.0355
1818, 0358, -0.0004, 0.9439, 0.0138, 0.0913, 0.0144
1818, 0356, -0.0005, 0.9174, -0.0065, 0.1040, 0.0398
1817, 0339, -0.0004, 0.9359, -0.0137, 0.0997, 0.0250
1818, 0340, -0.0004, 0.9185, 0.0337, 0.1064, 0.0586
1818, 0356, -0.0005, 0.9288, 0.0051, 0.1095, -0.0095
1819, 0347, -0.0003, 0.9058, 0.0171, 0.0818, 0.0360
1817, 0350, -0.0005, 0.9373, 0.0141, 0.1122, 0.0223
1818, 0335, -0.0002, 0.9480, 0.0114, 0.1185, 0.0477
1818, 0362, -0.0006, 0.9384, 0.0104, 0.1035, 0.0133
1816, 0350, -0.0004, 0.9368, -0.0177, 0.0977, 0.0500
1819, 0342, -0.0004, 0.9224, 0.0203, 0.0879, 0.0193
1836, 0369, 0.0009, 0.9208, -0.0479, 0.0829, 0.0066
1840, 0394, 0.0011, 0.9182, 0.0034, 0.0636, 0.0126
1844, 0366, 0.0008, 0.9172, -0.0193, 0.0587, 0.0517
1848, 0376, 0.0008, 0.9280, -0.0153, -0.0014, 0.0159
1792, 0357, -0.0007, 0.9286, -0.0613, 0.0782, 0.0477
1796, 0333, -0.0004, 0.9553, -0.0286, 0.0737, 0.0400
1808, 0336, -0.0005, 0.9660, -0.0683, 0.0672, -0.0144
1810, 0319, -0.0005, 0.9246, -0.0528, 0.0783, 0.0037
1812, 0299, -0.0006, 0.9397, -0.0745, 0.1000, 0.0135
1812, 0304, -0.0005, 0.9477, -0.0628, 0.1304, 0.0346
1813, 0297, -0.0005, 0.9543, -0.0552, 0.1422, 0.0375
1816, 0307, -0.0002, 0.9514, -0.0130, 0.1018, 0.0187
1820, 0314, -0.0002, 0.9118, -0.0106, 0.0739, 0.0032
1821, 0287, -0.0004, 0.9207, -0.0278, 0.1564, 0.0432
1823, 0312, -0.0006, 0.9187, -0.0086, 0.1093, 0.0739
1825, 0309, -0.0004, 0.9193, 0.0132, 0.0731, 0.0596
1827, 0310, -0.0006, 0.9385, 0.0041, 0.0260, 0.0751
1827, 0336, -0.0006, 0.9201, 0.0525, 0.0722, 0.0662
1828, 0316, -0.0004, 0.9276, 0.0547, 0.0485, 0.0252
1829, 0306, -0.0003, 0.9318, 0.0709, 0.0331, 0.0973
1888, 0382, -0.0011, 0.9278, -0.0260, 0.0289, -0.0039
1889, 0386, -0.0011, 0.9379, -0.0343, 0.0268, 0.0188
1894, 0376, -0.0009, 0.9372, -0.0278, 0.0139, -0.0013
1893, 0382, -0.0007, 0.9604, 0.0010, 0.0222, 0.0501
1894, 0384, -0.0006, 0.9409, 0.0068, 0.0528, 0.0477
1894, 0393, -0.0005, 0.9317, -0.0184, 0.0507, 0.0711
2028, 0442, 0.0006, 0.8873, -0.0386, 0.0075, -0.0505
2032, 0423, 0.0003, 0.9170, -0.0422, 0.0523, -0.0228
1977, 0330, -0.0003, 0.9574, 0.0195, 0.0995, 0.0673
1978, 0316, 0.0000, 0.9606, 0.0555, 0.1114, 0.0530
1976, 0348, -0.0007, 0.9592, 0.0720, 0.1015, 0.0293
1976, 0344, -0.0006, 0.9560, 0.0104, 0.0968, 0.0410
1976, 0386, -0.0005, 0.9691, 0.0283, 0.0740, 0.0378
1993, 0378, -0.0003, 0.9043, 0.0249, 0.0608, 0.0862
1990, 0396, -0.0001, 0.9028, 0.0044, 0.0544, 0.0772
1992, 0412, 0.0002, 0.8931, 0.0006, 0.0529, 0.0859
1992, 0398, 0.0001, 0.8757, -0.0235, 0.0273, 0.0907
2001, 0394, -0.0001, 0.9396, 0.0186, 0.0200, 0.0630
2001, 0373, -0.0003, 0.9269, 0.0452, 0.0515, 0.0970
2002, 0379, -0.0004, 0.9501, 0.0083, 0.0336, 0.0646
2003, 0359, -0.0005, 0.9489, -0.0169, 0.0598, 0.0775
2006, 0373, -0.0003, 0.9363, -0.0195, 0.0611, 0.0851
2005, 0388, -0.0003, 0.9326, -0.0299, 0.0418, 0.0956
2008, 0393, -0.0004, 0.9094, -0.0392, 0.0600, 0.1042
2039, 0430, -0.0001, 0.9206, 0.0302, 0.1036, 0.1692
2045, 0415, -0.0005, 0.9136, 0.0003, 0.1162, 0.1725
2046, 0416, -0.0008, 0.9163, -0.0236, 0.1132, 0.1265
2046, 0406, -0.0007, 0.9196, 0.0115, 0.1315, 0.1111
2046, 0389, -0.0009, 0.9041, 0.0540, 0.1389, 0.1605
1944, 0376, -0.0014, 0.9237, 0.0059, 0.0484, 0.0597
1945, 0378, -0.0014, 0.9160, 0.0084, 0.0593, 0.0714
1947, 0400, -0.0016, 0.9556, -0.0100, 0.0382, 0.0953
1947, 0385, -0.0012, 0.9477, -0.0096, 0.0437, 0.0782
1945, 0405, -0.0016, 0.9501, -0.0003, 0.0167, 0.0542
1946, 0400, -0.0012, 0.9388, 0.0202, 0.0765, 0.0607
1946, 0394, -0.0012, 0.9526, -0.0141, 0.0721, 0.0428
1945, 0368, -0.0013, 0.9465, 0.0157, 0.0910, 0.0567
1944, 0373, -0.0013, 0.9288, 0.0008, 0.0770, 0.0605
2009, 0466, 0.0004, 0.9405, -0.0304, 0.1304, 0.1166
2010, 0424, 0.0002, 0.9424, -0.0269, 0.1548, 0.1646
2013, 0426, -0.0003, 0.9340, -0.0022, 0.1411, 0.2095
2019, 0450, -0.0008, 0.9272, -0.0094, 0.1435, 0.1496
2018, 0434, -0.0008, 0.9606, 0.0106, 0.1766, 0.1802
2018, 0418, -0.0010, 0.9785, -0.0124, 0.2186, 0.1851
2019, 0419, -0.0007, 0.9593, -0.0167, 0.2021, 0.2158
2019, 0441, -0.0007, 0.9499, 0.0046, 0.1769, 0.2077
2019, 0453, -0.0009, 0.9659, -0.0001, 0.1517, 0.1837
2020, 0448, -0.0005, 0.9588, -0.0071, 0.1471, 0.1957
2018, 0455, -0.0007, 0.9712, 0.0006, 0.1875, 0.2090
2020, 0451, -0.0002, 0.9515, 0.0105, 0.1469, 0.1758
2023, 0427, -0.0007, 0.9621, -0.0106, 0.1942, 0.2198
2022, 0451, -0.0005, 0.9306, -0.0138, 0.1927, 0.1953
2021, 0425, -0.0007, 0.9423, -0.0194, 0.2229, 0.1799
2022, 0443, -0.0008, 0.9518, -0.0263, 0.2075, 0.1964
2023, 0452, -0.0006, 0.9422, -0.0198, 0.1880, 0.1916
2022, 0431, -0.0007, 0.9480, -0.0154, 0.1852, 0.2019
2021, 0444, -0.0009, 0.9499, -0.0069, 0.1922, 0.2228
2023, 0458, -0.0011, 0.9673, 0.0177, 0.1559, 0.1578
2025, 0456, -0.0011, 0.9616, 0.0213, 0.1487, 0.1577
2027, 0458, -0.0012, 0.9884, 0.0386, 0.1612, 0.1732
2030, 0466, -0.0004, 0.9474, 0.0085, 0.1581, 0.1495
2032, 0475, -0.0001, 0.9632, 0.0004, 0.1862, 0.1782
2034, 0507, 0.0005, 0.9436, 0.0238, 0.1948, 0.1553
2034, 0491, 0.0001, 0.9451, -0.0175, 0.2297, 0.1977
2034, 0439, -0.0008, 0.9454, -0.0060, 0.1841, 0.1587
2034, 0471, -0.0007, 0.9552, -0.0030, 0.2323, 0.1604
2034, 0465, -0.0007, 0.9475, -0.0084, 0.1971, 0.1561
2034, 0452, -0.0005, 0.9687, 0.0005, 0.2390, 0.1798
2034, 0455, -0.0007, 0.9522, -0.0144, 0.2458, 0.1768
2034, 0471, -0.0001, 0.9482, 0.0005, 0.2088, 0.1517
2034, 0460, -0.0005, 0.9747, -0.0159, 0.2146, 0.1701
2033, 0457, -0.0009, 0.9741, -0.0008, 0.2084, 0.1831
2033, 0433, -0.0008, 0.9719, -0.0108, 0.2153, 0.1598
2033, 0434, -0.0008, 0.9731, -0.0129, 0.1641, 0.1782
2032, 0458, -0.0003, 0.9682, -0.0375, 0.1514, 0.1738
2031, 0469, -0.0007, 0.9875, -0.0038, 0.2125, 0.1907
2030, 0479, -0.0004, 0.9368, 0.0060, 0.1640, 0.1930
2030, 0452, -0.0007, 0.9817, -0.0144, 0.1853, 0.2058
2031, 0438, -0.0007, 0.9782, -0.0165, 0.1495, 0.1844
2030, 0423, -0.0010, 0.9959, -0.0001, 0.1215, 0.2357
2027, 0434, -0.0013, 0.9875, -0.0138, 0.1679, 0.2160
2029, 0431, -0.0010, 0.9864, -0.0247, 0.1716, 0.2304
2031, 0452, -0.0009, 0.9815, 0.0037, 0.1582, 0.1963
2032, 0446, -0.0011, 0.9527, -0.0238, 0.1637, 0.1701
2032, 0426, -0.0004, 0.9753, -0.0240, 0.1446, 0.1981
2028, 0425, -0.0009, 0.9597, -0.0342, 0.1529, 0.2048
2029, 0447, -0.0007, 0.9623, -0.0142, 0.1481, 0.2219
2028, 0437, -0.0008, 0.9636, -0.0404, 0.1689, 0.2046
2028, 0454, -0.0010, 0.9785, -0.0349, 0.1575, 0.2275
2029, 0443, -0.0012, 0.9822, -0.0328, 0.1490, 0.1874
2029, 0444, -0.0008, 1.0051, -0.0314, 0.1568, 0.2372
2028, 0455, -0.0009, 0.9860, -0.0302, 0.1582, 0.1863
2029, 0451, -0.0007, 0.9728, -0.0085, 0.1633, 0.2397
2028, 0453, -0.0005, 0.9699, -0.0116, 0.1491, 0.2016
2029, 0449, -0.0009, 0.9860, -0.0135, 0.1355, 0.2087
2031, 0464, -0.0006, 0.9803, -0.0168, 0.1532, 0.2040
2029, 0459, -0.0007, 0.9965, -0.0172, 0.1597, 0.1968
2029, 0446, -0.0008, 0.9786, -0.0322, 0.1599, 0.2282
2029, 0433, -0.0012, 0.9561, -0.0322, 0.1436, 0.1942
2030, 0438, -0.0008, 0.9564, -0.0237, 0.1542, 0.2001
2032, 0461, -0.0008, 0.9838, -0.0112, 0.1334, 0.1622
2033, 0443, -0.0009, 0.9656, -0.0431, 0.1647, 0.1656
2033, 0452, -0.0008, 0.9815, -0.0356, 0.1571, 0.1809
2029, 0446, -0.0011, 0.9576, -0.0357, 0.1305, 0.1876
2029, 0436, -0.0010, 0.9502, -0.0199, 0.1794, 0.1992
2029, 0431, -0.0007, 0.9893, -0.0236, 0.1442, 0.2023
2043, 0522, -0.0003, 0.9695, 0.0092, 0.1336, 0.1388
2044, 0572, 0.0001, 0.9559, 0.0083, 0.1631, 0.1254
2041, 0558, 0.0005, 0.9619, -0.0009, 0.1125, 0.1676
2041, 0548, 0.0000, 0.9583, 0.0019, 0.1466, 0.1788
2038, 0556, 0.0003, 0.9624, 0.0059, 0.0885, 0.1760
1971, 0529, 0.0013, 0.9497, -0.0259, 0.1140, 0.1304
1978, 0464, 0.0008, 0.9692, -0.0336, 0.1512, 0.1413
1984, 0433, 0.0001, 0.9561, -0.0184, 0.1676, 0.1469
1989, 0440, 0.0001, 0.9753, -0.0566, 0.1686, 0.1512
1989, 0442, -0.0000, 0.9747, -0.0434, 0.1798, 0.1203
1988, 0423, -0.0007, 0.9864, -0.0403, 0.1588, 0.1324
1988, 0425, -0.0003, 0.9696, -0.0301, 0.1719, 0.1400
1988, 0421, -0.0005, 0.9665, -0.0389, 0.1838, 0.1384
1988, 0437, -0.0002, 0.9643, -0.0526, 0.1881, 0.1321
1988, 0420, -0.0005, 0.9426, -0.0355, 0.2011, 0.1467
1986, 0431, -0.0005, 0.9564, -0.0256, 0.1035, 0.1375
1988, 0429, -0.0006, 0.9552, -0.0393, 0.1103, 0.1648
1986, 0420, -0.0004, 0.9502, -0.0392, 0.1131, 0.1988
1989, 0423, -0.0009, 0.9705, -0.0845, 0.1523, 0.1966
1988, 0427, -0.0007, 0.9787, -0.0538, 0.1792, 0.1899
1986, 0433, -0.0003, 0.9721, -0.0415, 0.1890, 0.1643
1987, 0401, -0.0005, 0.9901, -0.0237, 0.2083, 0.1752
1883, 0432, 0.0004, 0.9320, -0.0283, 0.0994, 0.0413
1881, 0382, -0.0010, 0.9527, -0.0145, 0.0834, 0.1382
1884, 0427, -0.0006, 0.9703, 0.0112, 0.0991, 0.1136
1908, 0432, -0.0006, 0.9529, -0.0214, 0.1621, 0.1534
1907, 0432, -0.0008, 0.9500, -0.0240, 0.1690, 0.1220
1903, 0464, -0.0006, 0.9407, -0.0079, 0.1671, 0.1557
1899, 0464, -0.0002, 0.9733, -0.0173, 0.1751, 0.1421
1901, 0449, -0.0004, 0.9676, -0.0384, 0.1635, 0.1449
1899, 0447, -0.0005, 0.9677, -0.0505, 0.1687, 0.1701
1900, 0475, -0.0005, 0.9648, -0.0431, 0.1514, 0.1393
1899, 0468, -0.0006, 0.9907, -0.0116, 0.1712, 0.1509
1902, 0467, -0.0006, 0.9934, -0.0186, 0.1248, 0.1574
1904, 0436, -0.0003, 0.9775, 0.0072, 0.1834, 0.1661
1905, 0428, -0.0011, 0.9751, 0.0089, 0.1745, 0.1581
1902, 0463, -0.0004, 0.9737, 0.0091, 0.2045, 0.1772
1902, 0440, -0.0009, 0.9872, 0.0010, 0.2065, 0.1973
1901, 0486, -0.0002, 0.9552, -0.0000, 0.2095, 0.1898
1900, 0485, -0.0008, 0.9768, -0.0095, 0.1910, 0.1758
1903, 0461, -0.0008, 0.9785, -0.0258, 0.1886, 0.1913
1902, 0454, -0.0002, 0.9789, -0.0066, 0.1958, 0.1785
1901, 0449, -0.0005, 0.9672, 0.0043, 0.1902, 0.2042
1902, 0443, -0.0005, 1.0050, -0.0233, 0.2191, 0.2033
1903, 0451, -0.0008, 0.9824, -0.0186, 0.1833, 0.1550
1901, 0449, -0.0006, 0.9715, -0.0091, 0.1842, 0.1628
1901, 0455, -0.0005, 0.9699, -0.0343, 0.1867, 0.2000
1902, 0442, -0.0004, 0.9685, -0.0235, 0.2033, 0.2008
1904, 0435, -0.0006, 0.9783, -0.0089, 0.2132, 0.2021
1903, 0441, -0.0005, 0.9969, -0.0125, 0.1702, 0.1932
1903, 0438, -0.0005, 0.9887, -0.0411, 0.1878, 0.1615
1901, 0450, -0.0009, 0.9711, -0.0003, 0.1777, 0.1555
1902, 0463, -0.0005, 0.9954, -0.0077, 0.2119, 0.1748
1903, 0428, -0.0005, 1.0060, -0.0344, 0.2052, 0.2213
1903, 0441, -0.0005, 0.9849, -0.0392, 0.1767, 0.1907
1901, 0444, -0.0005, 0.9907, -0.0075, 0.1901, 0.1584
1902, 0440, -0.0001, 0.9667, 0.0046, 0.2073, 0.1706
1902, 0464, -0.0005, 0.9784, -0.0121, 0.1617, 0.1564
1902, 0463, -0.0009, 0.9805, 0.0069, 0.2042, 0.1889
1901, 0439, -0.0010, 0.9838, -0.0035, 0.1868, 0.1950
1902, 0424, -0.0009, 0.9837, -0.0364, 0.2132, 0.2135
1903, 0453, -0.0008, 1.0014, -0.0424, 0.1866, 0.1614
1903, 0466, -0.0006, 0.9975, -0.0185, 0.1864, 0.1815
1901, 0452, -0.0005, 0.9802, -0.0302, 0.1923, 0.1609
1900, 0459, -0.0004, 0.9659, -0.0060, 0.1837, 0.1770
1902, 0449, -0.0002, 0.9727, -0.0121, 0.1967, 0.1637
1904, 0434, -0.0004, 0.9887, -0.0346, 0.1960, 0.1880
1903, 0436, -0.0009, 0.9863, -0.0363, 0.1878, 0.1493
1902, 0452, -0.0006, 0.9705, 0.0019, 0.1860, 0.1734
1902, 0461, -0.0005, 0.9743, -0.0034, 0.1664, 0.1728
1902, 0428, -0.0007, 0.9996, -0.0132, 0.1907, 0.1938
1902, 0453, -0.0007, 0.9853, -0.0004, 0.1925, 0.1762
1902, 0441, -0.0006, 0.9793, -0.0029, 0.2152, 0.1896
1902, 0432, -0.0005, 0.9850, -0.0147, 0.1856, 0.1769
1902, 0428, -0.0007, 0.9644, 0.0051, 0.2277, 0.1715
1902, 0431, -0.0006, 0.9702, -0.0079, 0.2186, 0.2084
1903, 0428, -0.0007, 1.0058, -0.0204, 0.2170, 0.2057
1903, 0451, -0.0005, 0.9721, -0.0490, 0.2055, 0.1972
1902, 0437, -0.0005, 0.9849, -0.0026, 0.1646, 0.1408
1903, 0433, -0.0005, 0.9712, 0.0032, 0.1901, 0.1784
1902, 0456, -0.0005, 0.9516, 0.0012, 0.1689, 0.1473
1901, 0450, -0.0006, 0.9756, -0.0297, 0.1752, 0.2014
1903, 0427, -0.0005, 0.9554, -0.0093, 0.2155, 0.1761
1902, 0455, -0.0007, 0.9676, 0.0096, 0.1897, 0.1532
1902, 0474, -0.0005, 0.9626, 0.0195, 0.1877, 0.1743
1796, 0445, 0.0019, 0.9468, 0.0217, 0.1009, 0.1062
1818, 0441, 0.0015, 0.9295, 0.0218, 0.0870, 0.1025
1831, 0421, -0.0001, 0.9425, 0.0359, 0.1482, 0.1451
1834, 0461, 0.0007, 0.9451, 0.0276, 0.1362, 0.1213
1839, 0458, 0.0002, 0.9299, -0.0128, 0.1697, 0.0994
1842, 0439, 0.0004, 0.9413, -0.0478, 0.1161, 0.1271
1841, 0427, 0.0002, 0.9628, -0.0316, 0.1122, 0.0891
